ID,BANK,IFSC_CODE,MICR_CODE,BRANCH_NAME,ADDRESS,,CONTACT,CITY,DISTRICT
APGB0003127,Andhra Pragathi Grameena Bank,APGB0003127,,DAIVAMDINNE,"DAIVAMDINNE-518360
YEMMIGANUR MANDAL
KURNOOL DISTRICT",08512-246003,DAIVAM DINNE,KURNOOL,ANDHRA PRADESH
APGB0003129,Andhra Pragathi Grameena Bank,APGB0003129,,BADINEHAL,"BADINEHAL – 518344
KOWTHALAM MANDAL
KURNOOL DISTRICT",08512-202090,BADINEHAL,KURNOOL,ANDHRA PRADESH
APGB0003131,Andhra Pragathi Grameena Bank,APGB0003131,,KAIRUPPALA,"KAIRUPPALA-518465
ASPARI MANDAL
KURNOOL DISTRICT",08520-202088,KAIRUPPALA,KURNOOL,ANDHRA PRADESH
APGB0003136,Andhra Pragathi Grameena Bank,APGB0003136,,KRISHNA NAGAR-KURNOOL,"KURNOOL   KRISHNA NAGAR BRANCH  *
MVR PLAZA, 1ST FLOOR, MAIN ROAD,  
KRISHNANAGAR,   B-CAMP POST, 
KURNOOL DISTRICT. PIN  518002",08518-232048,KURNOOL,KURNOOL,ANDHRA PRADESH
APGB0003141,Andhra Pragathi Grameena Bank,APGB0003141,,KRISHNAGIRI,"KRISHNAGIRI-518216
KRISHNAGIRI MANDAL
KURNOOL DISTRICT",08516-254010,KRISHNAGIRI,KURNOOL,ANDHRA PRADESH
APGB0003142,Andhra Pragathi Grameena Bank,APGB0003142,,ASPARI,"ASPARI – 518347 
ASPARI MANDAL
KURNOOL DISTRICT",08523-288643,ASPARI,KURNOOL,ANDHRA PRADESH
APGB0003146,Andhra Pragathi Grameena Bank,APGB0003146,,PEAPULLY,"PEAPULLY-518221
NATIONAL HIGHWAY-7, 
PEAPULLY MANDAL
KURNOOL DISTRICT",08522-229084,PEAPULLY,KURNOOL,ANDHRA PRADESH
APGB0003147,Andhra Pragathi Grameena Bank,APGB0003147,,BANGANAPALLE,"BANAGANAPALLE – 518214
BANAGANAPALLE MANDAL
KURNOOL DISTRICT",08515-228430,BANGANAPALLE,KURNOOL,ANDHRA PRADESH
APGB0003148,Andhra Pragathi Grameena Bank,APGB0003148,,NANDIKOTKUR,"NANDIKOTKUR-518401
NANDIKOTKUR MANDAL
KURNOOL DISTRICT",08513-281601,NANDIKOTKUR,KURNOOL,ANDHRA PRADESH
APGB0003149,Andhra Pragathi Grameena Bank,APGB0003149,,GUDUR(K),"GUDUR  (K) -518466
GUDUR MANDAL
KURNOOL DISTRICT",08525-239395,GUDUR,KURNOOL,ANDHRA PRADESH
APGB0003152,Andhra Pragathi Grameena Bank,APGB0003152,,KOSIGI,"KOSIGI-518313
KOSIGI MANDAL
KURNOOL DISTRICT",08512-238717,KOSIGI,KURNOOL,ANDHRA PRADESH
APGB0003153,Andhra Pragathi Grameena Bank,APGB0003153,,CHAGALAMARRY,"CHAGALAMARRY-518553
CHAGALAMARRY MANDAL
KURNOOL DISTRICT",08519-232214,CHAGALAMARRI,KURNOOL,ANDHRA PRADESH
APGB0003155,Andhra Pragathi Grameena Bank,APGB0003155,,MAHANANDI,"MAHANANDI-518673
MAHANANDI MANDAL
KURNOOL DISTRICT",08514-234871,MAHANANDI,KURNOOL,ANDHRA PRADESH
APGB0003156,Andhra Pragathi Grameena Bank,APGB0003156,,"GOVT GENERAL HOSPITAL, KURNOOL","KURNOOL-GOVT GEN HOSPITAL-518 002
BUDHAVARPET
KURNOOL",08518-255636,KURNOOL,KURNOOL,ANDHRA PRADESH
APGB0003158,Andhra Pragathi Grameena Bank,APGB0003158,,ALLAGADDA,"ALLAGADDA-518 543
H.NO.8-1-62, T.B. ROAD, 
ALLAGADDA MANDAL
KURNOOL DISTRICT",08519-221444,ALLAGADDA,KURNOOL,ANDHRA PRADESH
APGB0003159,Andhra Pragathi Grameena Bank,APGB0003159,,KURNOOL-POOLA BAZAR,"KURNOOL-POOLABAZAR-518 001
D.NO.19/309 (UPSTAIRS)
NEAR CHINNA AMMAVARISALA
KURNOOL DISTRICT",08518-241166,KURNOOL,KURNOOL,ANDHRA PRADESH
APGB0003160,Andhra Pragathi Grameena Bank,APGB0003160,,NANDYAL-BALA JUNIOR COLLEGE,"NANDYAL-BALA JUNIOR COLLEGE-518 501
GANDHI CHOWK, ATMAKUR ROAD
NANDYAL, KURNOOL DISTRICT",08514-221611,NANDYAL,KURNOOL,ANDHRA PRADESH
APGB0003161,Andhra Pragathi Grameena Bank,APGB0003161,,VELGODU,"VELUGODU-518 533
D.NO.19-188/3, VELUGODU VIL & MANDAL
KURNOOL DISTRICT",08517-235150,VELGODU,KURNOOL,ANDHRA PRADESH
APGB0003162,Andhra Pragathi Grameena Bank,APGB0003162,,KURNOOL-VR COLONY,"KURNOOL-VRCOLONY, KURNOOL -518003                 45/142-26-3, ROAD NO.5, VENKATA RAMANA COLONY,KURNOOL",08518-254800,KURNOOL,KURNOOL,ANDHRA PRADESH
APGB0003163,Andhra Pragathi Grameena Bank,APGB0003163,,NANDYAL - S P Y REDDY DEGREE COLLEGE FOR WOMEN,"NANDYAL -SPYW COLLEGE, NANDYAL-518501          D.NO12-1, FLAT NO. 9, TEJA COMPLEX, BOMMALASATRAM, NANDYAL.",08514-246328,NANDYAL,KURNOOL,ANDHRA PRADESH
APGB0003165,Andhra Pragathi Grameena Bank,APGB0003165,,"MOSQUE STREET, ADONI","D.NO.12/747
MOSQUE  STREET
ADONI
KURNOOL DISTRICT
PIN-518 301
",08512-221666,ADONI,KURNOOL,ANDHRA PRADESH
APGB0003166,Andhra Pragathi Grameena Bank,APGB0003166,,"SRINIVASA NAGAR, NANDYAL","D.NO.B-39, I FLOOR,
BALAJI COMPLEX, SRINIVASA NAGAR,
NANDYAL,
KURNOOL DISTRICT,
PIN-518 501
",08514-244254,NANDYAL,KURNOOL,ANDHRA PRADESH
APGB0003167,Andhra Pragathi Grameena Bank,APGB0003167,,YEMMIGANUR-SIVA CIRCLE,"SIVA CIRCLE, YEMMIGANUR - 518360, 1/1443-6, PARK ROAD, SIVA CIRCLE, YEMMIGANUR POST, KURNOOL",08512-228138,YEMMIGANUR,KURNOOL,ANDHRA PRADESH
APGB0003168,Andhra Pragathi Grameena Bank,APGB0003168,,KURNOOL-REVENUE COLONY,"87-1239-1, NANDYAL ROAD, REVENUE COLONY, C-CAMP POST, KURNOOL, KURNOOL - DISTRICT, PIN - 518 002",0,KURNOOL,KURNOOL,ANDHRA PRADESH
APGB0003169,Andhra Pragathi Grameena Bank,APGB0003169,,ZP OFFICE-KURNOOL,"ZP OFFICE COMPLEX,             KURNOOL",08518-278899,KURNOOL,KURNOOL,ANDHRA PRADESH
APGB0003173,Andhra Pragathi Grameena Bank,APGB0003173,,PANYAM,"D. NO. 14-571,
PANYAM VILLAGE & POST,
PANYAM MANDAL
KURNOOL DISTRICT, 
PIN-518 112
",0,PANEAM,KURNOOL,ANDHRA PRADESH
APGB0004001,Andhra Pragathi Grameena Bank,APGB0004001,,NELLORE MAIN,"NELLORE MAIN BRANCH 
SRINIVASA AGRAHARAM,
NEAR VIJAYA MAHAL GATE 
NELLORE, 
NELLORE DISTRICT   PIN 524001",0861- 2328514,NELLORE,NELLORE,ANDHRA PRADESH
APGB0004002,Andhra Pragathi Grameena Bank,APGB0004002,,VAKADU,"VAKADU – 524415
VAKADU MANDAL
NELLORE DISTRICT",08624- 240256,VAKADU,NELLORE,ANDHRA PRADESH
APGB0004003,Andhra Pragathi Grameena Bank,APGB0004003,,PELLAKURU,"PELLAKURU – 524129
PELLAKURU MANDAL
NELLORE DISTRICT",08623- 278524,PELLAKURU,NELLORE,ANDHRA PRADESH
APGB0004004,Andhra Pragathi Grameena Bank,APGB0004004,,JAGADEVIPETA,"JAGADEVIPETA – 524332
INDUKURPET MANDAL
NELLORE DISTRICT",0861- 2381123,JAGADEVIPETA,NELLORE,ANDHRA PRADESH
APGB0004006,Andhra Pragathi Grameena Bank,APGB0004006,,GANDIPALEM,"GANDIPALEM – 524235
UDAYAGIRI MANDAL
NELLORE DISTRICT",08620- 228434,GANDIPALEM,NELLORE,ANDHRA PRADESH
APGB0004007,Andhra Pragathi Grameena Bank,APGB0004007,,KASUMUR,"KASUMURU – 524325
VENKATACHALAM MANDAL
NELLORE DISTRICT",0861- 2398977,KASUMUR,NELLORE,ANDHRA PRADESH
APGB0004008,Andhra Pragathi Grameena Bank,APGB0004008,,NELLORE - VEDAYAPALEM,"NELLORE  VEDAYAPALEM BRANCH   
VEDAYAPALEM, 
NELLORE,
NELLORE DISTRICT.    PIN 524004",0861- 2339709,NELLORE,NELLORE,ANDHRA PRADESH
APGB0004009,Andhra Pragathi Grameena Bank,APGB0004009,,VAVILLA,"VAVILLAGEA – 524318
VIDAVALURU MANDAL
NELLORE DISTRICT",08622- 287980,VAVILLA,NELLORE,ANDHRA PRADESH
APGB0004010,Andhra Pragathi Grameena Bank,APGB0004010,,BANGARUPET,"BANGARUPET -524404
VENKATAGIRI MANDAL
NELLORE DISTRICT",08625- 257474,BANGARUPETA,NELLORE,ANDHRA PRADESH
APGB0004011,Andhra Pragathi Grameena Bank,APGB0004011,,KURUGONDA,"KURUGONDA – 524402
OZILI MANDAL
NELLORE DISTRICT",08624- 227922,KURUGONDA,NELLORE,ANDHRA PRADESH
APGB0004012,Andhra Pragathi Grameena Bank,APGB0004012,,GOURAVARAM,"GOWRAVARAM – 524147
KAVALI MANDAL
NELLORE DISTRICT",08626- 255501,GOURAVARAM,NELLORE,ANDHRA PRADESH
APGB0004013,Andhra Pragathi Grameena Bank,APGB0004013,,CHILAKALAMARI,"CHILAKALAMARRI – 524302 
ANANTHASAGARAM MANDAL
NELLORE DISTRICT",08628- 239444,CHILAKALAMARI,NELLORE,ANDHRA PRADESH
APGB0004014,Andhra Pragathi Grameena Bank,APGB0004014,,MARRIPADU,"MARRIPADU – 524312 
MARRIPADU MANDAL
NELLORE DISTRICT",08620- 228922,MARRIPADU,NELLORE,ANDHRA PRADESH
APGB0004015,Andhra Pragathi Grameena Bank,APGB0004015,,CHAKALAKONDA,"CHAKALAKONDA –524221
VINJAMURU MANDAL
NELLORE DISTRICT",08629- 240015,CHAKALAKONDA,NELLORE,ANDHRA PRADESH
APGB0004016,Andhra Pragathi Grameena Bank,APGB0004016,,SIDDANAKONDURU,"SIDDANAKONDURU – 524225
KALIGIRI MANDAL
NELLORE DISTRICT",08626- 247834,SIDDANAKONDURU,NELLORE,ANDHRA PRADESH
APGB0004017,Andhra Pragathi Grameena Bank,APGB0004017,,MALLAM,"MALLAM – 524403
CHITTAMURU MANDAL
NELLORE DISTRICT",08624- 257123,MALLAM,NELLORE,ANDHRA PRADESH
APGB0004018,Andhra Pragathi Grameena Bank,APGB0004018,,BRAHMANAKRAKA,"BRAHMANAKRAKA –524228
JALADANKI MANDAL
NELLORE DISTRICT",08626- 258497,BRAHMANAKRAKA,NELLORE,ANDHRA PRADESH
APGB0004019,Andhra Pragathi Grameena Bank,APGB0004019,,POOLATHOTA,"POOLATHOTA – 524123
DORAVARISATRAM MANDAL
NELLORE DISTRICT",08623- 278022,POOLATHOTA,NELLORE,ANDHRA PRADESH
APGB0004020,Andhra Pragathi Grameena Bank,APGB0004020,,UTKUR,"UTUKURU – 524318
VIDAVALURU MANDAL
NELLORE DISTRICT",08622- 229377,UTKUR,NELLORE,ANDHRA PRADESH
APGB0004021,Andhra Pragathi Grameena Bank,APGB0004021,,TALAHANCHI,"TALAMANCHI – 524315
KODAVALURU MANDAL
NELLORE DISTRICT",08622- 277185,TALAHANCHI,NELLORE,ANDHRA PRADESH
APGB0004022,Andhra Pragathi Grameena Bank,APGB0004022,,EDURU,"EDURU – 524311
T.P.GUDUR MANDAL
NELLORE DISTRICT",0861- 2371722,EDURU,NELLORE,ANDHRA PRADESH
APGB0004023,Andhra Pragathi Grameena Bank,APGB0004023,,KONDAPURAM,"KONDAPURAM (N) – 524239
KONDAPURAM MANDAL
NELLORE DISTRICT",08626- 257434,KONDAPURAM,NELLORE,ANDHRA PRADESH
APGB0004025,Andhra Pragathi Grameena Bank,APGB0004025,,GUNAPADU,"GUNAPADU – 524492
CHITTAMURU MANDAL
NELLORE DISTRICT",08624- 227833,GUNAPADU,NELLORE,ANDHRA PRADESH
APGB0004026,Andhra Pragathi Grameena Bank,APGB0004026,,MANGA NELLORE,"MANGANELLORE – 524121 
SULLURUPETA MANDAL
NELLORE DISTRICT",08623- 276631,MANGA NELLORE,NELLORE,ANDHRA PRADESH
APGB0004027,Andhra Pragathi Grameena Bank,APGB0004027,,VEGURU,"VEGURU –524137
KOVURU MANDAL
NELLORE DISTRICT",08622- 282007,VEGURU,NELLORE,ANDHRA PRADESH
APGB0004028,Andhra Pragathi Grameena Bank,APGB0004028,,"MALAVYA NAGAR BRANCH, GUDUR","GUDUR   (N) MALAVYA  NAGAR BRANCH
M.V.NAGAR, 
GUDUR MANDAL
NELLORE DISTRICT.   PIN – 524101",08624- 253642,GUDUR,NELLORE,ANDHRA PRADESH
APGB0004030,Andhra Pragathi Grameena Bank,APGB0004030,,DAKKILI,"DAKKILI – 524132
DAKKILI MANDAL
NELLORE DISTRICT",08625- 258132,DAKKILI,NELLORE,ANDHRA PRADESH
APGB0004032,Andhra Pragathi Grameena Bank,APGB0004032,,ADURUPALLI,"ADURUPALLI -524342
(SO) DACHURU 
CHEJARLA MANDAL
NELLORE DISTRICT",08621- 228456,ADURUPALLI,NELLORE,ANDHRA PRADESH
APGB0004033,Andhra Pragathi Grameena Bank,APGB0004033,,GUDUR(N),"GUDURU (N) MAIN BRANCH
ICS ROAD, 
GUDUR MANDAL
NELLORE DISTRICT.  PIN  524101",08624- 251706,GUDUR,NELLORE,ANDHRA PRADESH
APGB0004034,Andhra Pragathi Grameena Bank,APGB0004034,,KULLUR,"KULLURU – 524343
KALUVOY MANDAL
NELLORE DISTRICT",08628- 213440,KULLUR,NELLORE,ANDHRA PRADESH
APGB0004035,Andhra Pragathi Grameena Bank,APGB0004035,,MAMUDURU,"MAMUDURU – 524309
CHEJARLA MANDAL
NELLORE DISTRICT",08628- 239018,MAMUDURU,NELLORE,ANDHRA PRADESH
APGB0004036,Andhra Pragathi Grameena Bank,APGB0004036,,NANDI PADU,"NANDIPADU –524230
DUTTALURU MANDAL
NELLORE DISTRICT",08620- 227228,NANDI PADU,NELLORE,ANDHRA PRADESH
APGB0004037,Andhra Pragathi Grameena Bank,APGB0004037,,MOHAMMADAPURAM,"MOHAMADAPURAM – 524309, VIRUR (S.O.), 
PODALAKURU MANDAL
NELLORE DISTRICT",08627- 222428,MOHAMMADAPURAM,NELLORE,ANDHRA PRADESH
APGB0004038,Andhra Pragathi Grameena Bank,APGB0004038,,GUNDEMADAKALA,"GUNDEMADAKALA-524228
VINJAMURU MANDAL
NELLORE DISTRICT",08629- 259020,GUNDEMADAKALA,NELLORE,ANDHRA PRADESH
APGB0004039,Andhra Pragathi Grameena Bank,APGB0004039,,ALLUR,"ALLURU -524315
ALLURU MANDAL
NELLORE DISTRICT",08622- 276606,SINGAPETA,NELLORE,ANDHRA PRADESH
APGB0004040,Andhra Pragathi Grameena Bank,APGB0004040,,CHINTALAPALEM,"CHINTALAPALEM – 524332
JALADANKI MANDAL
NELLORE DISTRICT",08626- 211553,CHINTALAPALEM,NELLORE,ANDHRA PRADESH
APGB0004042,Andhra Pragathi Grameena Bank,APGB0004042,,PEDAPUTTEDU,"PEDAPUTTEDU – 524317
DAGADARTHI MANDAL
NELLORE DISTRICT",08622- 289190,PEDAPUTTEDU,NELLORE,ANDHRA PRADESH
APGB0004043,Andhra Pragathi Grameena Bank,APGB0004043,,RUDRAKOTA,"RUDRAKOTA – 524203
KAVALI MANDAL
NELLORE DISTRICT",08626- 258050,RUDRAKOTA,NELLORE,ANDHRA PRADESH
APGB0004044,Andhra Pragathi Grameena Bank,APGB0004044,,VASILI,"VASILI – 524308
(VIA) SANGAM, 
ATMAKURU MANDAL
NELLORE DISTRICT",08627- 242026,VASILI,NELLORE,ANDHRA PRADESH
APGB0004045,Andhra Pragathi Grameena Bank,APGB0004045,,NIDIGUNTAPALEM,"NIDIGUNTAPALEM – 524323 
VENKATACHALAM MANDAL
NELLORE DISTRICT",0861- 2386668,NIDIGUNTAPALEM,NELLORE,ANDHRA PRADESH
APGB0004047,Andhra Pragathi Grameena Bank,APGB0004047,,DUVUURU,"DUVVURU – 524306
SANGAM MANDAL
NELLORE DISTRICT",08622- 281136,DUVUURU,NELLORE,ANDHRA PRADESH
APGB0004048,Andhra Pragathi Grameena Bank,APGB0004048,,JONNAWADA,"JONNAWADA – 524331 
BUCHIREDDYPALEM MANDAL
NELLORE DISTRICT",08622- 212648,JONNAWADA,NELLORE,ANDHRA PRADESH
APGB0004049,Andhra Pragathi Grameena Bank,APGB0004049,,INDUKURPET,"INDUKURPET – 524314
INDUKURPET MANDAL
NELLORE DISTRICT",0861- 2384276,INDUKURPET,NELLORE,ANDHRA PRADESH
APGB0004050,Andhra Pragathi Grameena Bank,APGB0004050,,KAVALI,"KAVALI – 524201
KAVALI MANDAL
NELLORE DISTRICT",08626- 243736,KAVALI,NELLORE,ANDHRA PRADESH
APGB0004065,Andhra Pragathi Grameena Bank,APGB0004065,,NAIDUPET,"NAIDUPETA –524126
NAIDUPETA MANDAL
NELLORE DISTRICT",08623- 248128,NAIDUPET,NELLORE,ANDHRA PRADESH
APGB0004066,Andhra Pragathi Grameena Bank,APGB0004066,,VENKATAGIRI,"VENKATAGIRI – 524132
VENKATAGIRI MANDAL
NELLORE DISTRICT","08625- 257105, 08625-255665",VENKATAGIRI,NELLORE,ANDHRA PRADESH
APGB0004067,Andhra Pragathi Grameena Bank,APGB0004067,,RAPUR,"RAPURU – 524408
RAPURU MANDAL
NELLORE DISTRICT",08621- 226126,RAPUR,NELLORE,ANDHRA PRADESH
APGB0004071,Andhra Pragathi Grameena Bank,APGB0004071,,VINJAMUR,"VINJAMOOR – 524228
VINJAMOOR MANDAL
NELLORE DISTRICT",08629- 249363,VINJAMUR,NELLORE,ANDHRA PRADESH
APGB0004072,Andhra Pragathi Grameena Bank,APGB0004072,,NARRAWADA,"NARRAWADA – 524222
DUTTALURU MANDAL
NELLORE DISTRICT",08629- 240621,NARRAWADA,NELLORE,ANDHRA PRADESH
APGB0004073,Andhra Pragathi Grameena Bank,APGB0004073,,UDAYAGIRI,"UDAYAGIRI – 524226
UDAYAGIRI MANDAL
NELLORE DISTRICT",08620- 229246,UDAYAGIRI,NELLORE,ANDHRA PRADESH
APGB0004074,Andhra Pragathi Grameena Bank,APGB0004074,,KOVUR,"KOVURU – 524137
KOVURU MANDAL
NELLORE DISTRICT",08622- 271010,KOVUR,NELLORE,ANDHRA PRADESH
APGB0004075,Andhra Pragathi Grameena Bank,APGB0004075,,BADDEVOLU,"BADDEVOLU - 524405
MANUBOLU MANDAL
NELLORE DISTRICT",0861- 2394443,BADDEVOLU,NELLORE,ANDHRA PRADESH
APGB0004083,Andhra Pragathi Grameena Bank,APGB0004083,,TIKKAVARAM,"TIKKAVARAM – 524412
CHILLAKURU MANDAL
NELLORE DISTRICT",08624- 255828,TIKKAVARAM,NELLORE,ANDHRA PRADESH
APGB0004084,Andhra Pragathi Grameena Bank,APGB0004084,,BUTCHIREDDIPALEM,"BUTCHIREDDYPALEM –524305
BUTCHIREDDYPALEM MANDAL
NELLORE DISTRICT",08622- 273937,VAVVURU,NELLORE,ANDHRA PRADESH
APGB0004087,Andhra Pragathi Grameena Bank,APGB0004087,,SULLURPET,"SULLURPET * – 524121
SULLURUPETA MANDAL
NELLORE DISTRICT",08623- 241003,SULLURPET,NELLORE,ANDHRA PRADESH
APGB0004093,Andhra Pragathi Grameena Bank,APGB0004093,,ATMAKUR(N),"ATMAKURU (N) -524322
ATMAKURU MANDAL
NELLORE DISTRICT",08627- 221681,ATMAKUR,NELLORE,ANDHRA PRADESH
APGB0004097,Andhra Pragathi Grameena Bank,APGB0004097,,RAJUPALEM,"NORTH RAJUPALEM – 524366
NORTH RAJUPALEM MANDAL
NELLORE DISTRICT",08622- 275858,RAJUPALEM,NELLORE,ANDHRA PRADESH
APGB0004098,Andhra Pragathi Grameena Bank,APGB0004098,,PODALAKUR,"PODALAKURU  - 524345
PODALAKURU MANDAL
NELLORE DISTRICT",08621- 225962,PODALAKUR,NELLORE,ANDHRA PRADESH
APGB0004100,Andhra Pragathi Grameena Bank,APGB0004100,,KALUVOY,"KALUVOY – 524643
KALUVOY MANDAL
NELLORE DISTRICT",08628- 235456,KALUVOY,NELLORE,ANDHRA PRADESH
APGB0004101,Andhra Pragathi Grameena Bank,APGB0004101,,"STONEHOUSEPET BRANCH, NELLORE","NELLORE  STONE HOUSE PET BRANCH
STONE HOUSE PET, 
NELLORE 
NELLORE DISTRICT   PIN 524002",0861- 2339123,NELLORE,NELLORE,ANDHRA PRADESH
APGB0004103,Andhra Pragathi Grameena Bank,APGB0004103,,MUTHUKUR,"MUTHUKURU –524344
MUTHUKURU MANDAL
NELLORE DISTRICT",0861- 2377619,MUTHUKUR,NELLORE,ANDHRA PRADESH
APGB0004104,Andhra Pragathi Grameena Bank,APGB0004104,,CHEJERLA,"CHEJARLA – 524341
CHEJARLA MANDAL
NELLORE DISTRICT",08628- 234938,CHEJERLA,NELLORE,ANDHRA PRADESH
APGB0004111,Andhra Pragathi Grameena Bank,APGB0004111,,KALIGIRI,"KALIGIRI - 524224
KALIGIRI MANDAL
NELLORE DISTRICT",08626- 248652,KALIGIRI,NELLORE,ANDHRA PRADESH
APGB0004112,Andhra Pragathi Grameena Bank,APGB0004112,,"A.K.NAGAR , NELLORE","NELLORE  A.K. NAGAR BRANCH
OPP: DISTRICT HEAD QUARTERTS HOSPITAL,
NELLORE,
NELLORE DISTRICT.  PIN 524004",0861-2326814,NELLORE,NELLORE,ANDHRA PRADESH
APGB0004113,Andhra Pragathi Grameena Bank,APGB0004113,,TADA,"TADAKANDRIGA
D.NO.210, RD STREET
NELLORE DISTRICT",08623-249170,TADA,NELLORE,ANDHRA PRADESH
APGB0004114,Andhra Pragathi Grameena Bank,APGB0004114,,"NELLORE, SANGHA MITRA VIDYALAYA","NELLORE-SMV BRANCH-524004, D.NO. 26-1-831, BHAKTHAVATSALA NAGAR, NELLORE, NELLORE DISTRICT.",0861-2318927,NELLORE,NELLORE,ANDHRA PRADESH
APGB0004115,Andhra Pragathi Grameena Bank,APGB0004115,,MULUMUDI BUS STAND NELLORE,"MULUMUDI BUS STAND -524002,             D.NO:9-744-745, 1ST FLOOR, MULUMUDI BUS STAND, GVR TOWERS, SANTHAPETA, NELLORE",0861-2313344,NELLORE,NELLORE,ANDHRA PRADESH
APGB0004116,Andhra Pragathi Grameena Bank,APGB0004116,,KOTA,"KOTA
MAIN ROAD
NEAR GOPAL  REDDY STATUE
KOTA
NELLORE DISTRICT
PIN- 524 411
",08624-229422,KOTA,NELLORE,ANDHRA PRADESH
APGB0004117,Andhra Pragathi Grameena Bank,APGB0004117,,JALADANKI,"H. NO. 2-33,
JALADANKI VIL & PO,
JALADANKI  MANDAL,
NELLORE DISTRICT,
PIN-524 228.
",08626-247255,JALADANKTI,NELLORE,ANDHRA PRADESH
APGB0004118,Andhra Pragathi Grameena Bank,APGB0004118,,JANATHAPETA-KAVALI,"NEAR MASJID COMPLEX, 1ST FLOOR, PEDDA PAVANI ROAD, KAVALI NELLORE DIST. PIN-524 201",,KAVALI,NELLORE,ANDHRA PRADESH
APGB0004119,Andhra Pragathi Grameena Bank,APGB0004119,,DUVVUR RAMANAMMA WOMEN'S COLLEGE,"DUVVUR RAMANAMMA WOMEN'S COLLEGE,                                      GUDUR,                                                      NELLORE DT.-524101",08624-250707,GUDUR,NELLORE,ANDHRA PRADESH
APGB0004120,Andhra Pragathi Grameena Bank,APGB0004120,,VENKATAGIRI CROSS ROADS,"D.NO.9/242, CROSS ROADS,
VENKATAGIRI,
VENKATAGIRI MANDAL
NELLORE DISTRICT
PIN-524 132
",0,VENKATAGIRI,NELLORE,ANDHRA PRADESH
APGB0004125,Andhra Pragathi Grameena Bank,APGB0004125,,"NELLORE, BALAJI NAGAR","D. NO. 27/1/642,
BALAJI NAGAR,
NELLORE TOWN,
NELLORE DISTRICT, 
PIN-524 002
",0,NELLORE,NELLORE,ANDHRA PRADESH
APGB0004126,Andhra Pragathi Grameena Bank,APGB0004126,,"NELLORE, KISAN NAGAR","D. NO. 28/1/1160,
KISAN NAGAR,
NELLORE TOWN,
NELLORE DISTRICT, 
PIN-524002

",0,NELLORE,NELLORE,ANDHRA PRADESH
APGB0005044,Andhra Pragathi Grameena Bank,APGB0005044,,ARTHAVEEDU,"ARTHAVEEDU – 523355
MAIN ROAD, (VIA) CUMBUM, 
ARTHAVEEDU MANDAL
PRAKASAM DISTRICT",08406-235322,ARDHAVEEDU,PRAKASAM,ANDHRA PRADESH
APGB0005045,Andhra Pragathi Grameena Bank,APGB0005045,,RACHERLA,"RACHERLA-523368
RACHERLA MANDAL
PRAKASAM DISTRICT",08405-247444,RACHERLA,PRAKASAM,ANDHRA PRADESH
APGB0005046,Andhra Pragathi Grameena Bank,APGB0005046,,MARKAPUR,"MARKAPUR-523316
NEHRU BAZAR, 
MARKAPUR MANDAL
PRAKASAM DISTRICT",08596-222633,MARKAPUR,PRAKASAM,ANDHRA PRADESH
APGB0005051,Andhra Pragathi Grameena Bank,APGB0005051,,EDUGUNDLAPADU,"EDUGUNDLAPADU – 523269 
MADDIPADU MANDAL
PRAKASAM DISTRICT",08592- 247305,EDUGUNDLAPADU,PRAKASAM,ANDHRA PRADESH
APGB0005052,Andhra Pragathi Grameena Bank,APGB0005052,,BESTAVARIPET,"BESTAVARIPET – 523334
BESTAVARIPET MANDAL
PRAKASAM DISTRICT",08406-237283,BESTAVARAPETA,PRAKASAM,ANDHRA PRADESH
APGB0005053,Andhra Pragathi Grameena Bank,APGB0005053,,MUNDLAMUR,"MUNDLAMURU – 523264
MUNDLAMURU MANDAL
PRAKASAM DISTRICT",08407- 257027,MUNDLAMUR,PRAKASAM,ANDHRA PRADESH
APGB0005054,Andhra Pragathi Grameena Bank,APGB0005054,,TETTU(MOCHERLA),"TETTU – 523291
GUDLUR MANDAL
PRAKASAM DISTRICT",08599- 278246,TETTU(MOCHERLA),PRAKASAM,ANDHRA PRADESH
APGB0005055,Andhra Pragathi Grameena Bank,APGB0005055,,DRONADULA,"DRONADULA – 523190
MARTUR MANDAL
PRAKASAM DISTRICT",08404- 279255,DRONADULA,PRAKASAM,ANDHRA PRADESH
APGB0005056,Andhra Pragathi Grameena Bank,APGB0005056,,MADDULUR,"MADDULURU – 523226 
SANTHANUTHALAPADU MANDAL
PRAKASAM DISTRICT",08592- 254356,MADDULUR,PRAKASAM,ANDHRA PRADESH
APGB0005057,Andhra Pragathi Grameena Bank,APGB0005057,,PEDACHERLOPALLI,"PEDACHERLOPALLI -523111
PEDACHERLO PALLI MANDAL
PRAKASAM DISTRICT",08490- 241183,PEDACHERLOPALLI,PRAKASAM,ANDHRA PRADESH
APGB0005058,Andhra Pragathi Grameena Bank,APGB0005058,,YERRAGONDAPALEM,"YERRAGONDAPALEM-523327
2/168-1, JNR COMPLEX, 
BRAHMAMGARI TEMPLE STREET,
 YERRAGONDAPALEM MANDAL
PRAKASAM DISTRICT",08403-254239,YERRAGONDAPALEM,PRAKASAM,ANDHRA PRADESH
APGB0005059,Andhra Pragathi Grameena Bank,APGB0005059,,GIDDALUR,"GIDDALUR-523357
GIDDALUR MANDAL
PRAKASAM DISTRICT",08405-242012,GIDDALUR,PRAKASAM,ANDHRA PRADESH
