ID,BANK,IFSC_CODE,MICR_CODE,BRANCH_NAME,ADDRESS,,CONTACT,CITY,DISTRICT
APGB0001015,Andhra Pragathi Grameena Bank,APGB0001015,,OBULA DEVARA CHERUVU,"OBULA DEVARA CHERUVU-515561
OBULA DEVARA CHERUVU MANDAL
ANANTAPUR DISTRICT",08494-258842,OBULA DEVARA CHERUVU,ANANTAPUR,ANDHRA PRADESH
APGB0001016,Andhra Pragathi Grameena Bank,APGB0001016,,SHETTUR,"SHETTUR-515767
SHETTUR MANDAL
ANANTAPUR DISTRICT",08492-283553,SHETTUR,ANANTAPUR,ANDHRA PRADESH
APGB0001017,Andhra Pragathi Grameena Bank,APGB0001017,,D.HIREHAL,"D.HIREHAL-515872
D.HIREHAL MANDAL
ANANTAPUR DISTRICT",08495-238432,D.HIREHAL,ANANTAPUR,ANDHRA PRADESH
APGB0001018,Andhra Pragathi Grameena Bank,APGB0001018,,GUMMAGATTA,"GUMMAGATTA-515865
GUMMAGATTA MANDAL
ANANTAPUR DISTRICT",08495-236708,GUMMAGATTA,ANANTAPUR,ANDHRA PRADESH
APGB0001019,Andhra Pragathi Grameena Bank,APGB0001019,,SOMALAPURAM,"SOMALAPURAM-515865
D.HIREHAL MANDAL
ANANTAPUR DISTRICT",08495-255855,SOMALAPURAM,ANANTAPUR,ANDHRA PRADESH
APGB0001020,Andhra Pragathi Grameena Bank,APGB0001020,,PEDABALLI,"PEDABALLI-515231
PUTTAPARTHY MANDAL
ANANTAPUR DISTRICT",08555-238927,PEDABALLI,ANANTAPUR,ANDHRA PRADESH
APGB0001021,Andhra Pragathi Grameena Bank,APGB0001021,,GANDLAPENTA,"GANDLAPENTA-515520
GANDLAPENTA MANDAL
ANANTAPUR DISTRICT",08494-254342,GANDLAPENTA,ANANTAPUR,ANDHRA PRADESH
APGB0001022,Andhra Pragathi Grameena Bank,APGB0001022,,NAMBULA POOLAKUNTA,"NAMBULA POOLA KUNTA-515521
NAMBULA POOLA KUNTA MANDAL
ANANTAPUR DISTRICT",08494-259544,NAMBULA POOLAKUNTA,ANANTAPUR,ANDHRA PRADESH
APGB0001023,Andhra Pragathi Grameena Bank,APGB0001023,,PAMUTHURTHI,"PAMUDURTHY-515154
BUKKAPATNAM MANDAL
ANANTAPUR DISTRICT",08555-243446,PAMUTHURTHI,ANANTAPUR,ANDHRA PRADESH
APGB0001024,Andhra Pragathi Grameena Bank,APGB0001024,,PERUR,"PERUR-515621
RAMAGIRI MANDAL
ANANTAPUR DISTRICT",08492-269644,PERUR,ANANTAPUR,ANDHRA PRADESH
APGB0001025,Andhra Pragathi Grameena Bank,APGB0001025,,GUNTAKAL,"GUNTAKAL-515801
MANDY BAZAR,
GUNTAKAL MANDAL
ANANTAPUR DISTRICT",08552-226071,GUNTAKAL,ANANTAPUR,ANDHRA PRADESH
APGB0001026,Andhra Pragathi Grameena Bank,APGB0001026,,PEDDA PAPPUR,"PEDDAPAPPUR-515447
PEDDAPAPPUR MANDAL
ANANTAPUR DISTRICT",08558-282020,PEDDA PAPPUR,ANANTAPUR,ANDHRA PRADESH
APGB0001027,Andhra Pragathi Grameena Bank,APGB0001027,,PUTLUR,"PUTLUR-515414
PUTLUR MANDAL
ANANTAPUR DISTRICT",08550-276113,PUTLUR,ANANTAPUR,ANDHRA PRADESH
APGB0001028,Andhra Pragathi Grameena Bank,APGB0001028,,N.S.GATE,"N.S. GATE-515621
RAMAGIRI MANDAL
ANANTAPUR DISTRICT",08559-202397,KUNTIMADDI,ANANTAPUR,ANDHRA PRADESH
APGB0001029,Andhra Pragathi Grameena Bank,APGB0001029,,DHARMAVARAM,"DHARMAVARAM-515671, SLV MARKET,
DHARMAVARAM MANDAL
ANANTAPUR DISTRICT",08559-223059,DHARMAVARAM,ANANTAPUR,ANDHRA PRADESH
APGB0001030,Andhra Pragathi Grameena Bank,APGB0001030,,KALYANDURG,"KALYANADURG-515761
MUDIGAL ROAD,
KALYANADURG MANDAL
ANANTAPUR DISTRICT",08497-220039,KALYANDURG,ANANTAPUR,ANDHRA PRADESH
APGB0001031,Andhra Pragathi Grameena Bank,APGB0001031,,RAYADURG,"RAYADURG-515865
RAYADURG MANDAL
ANANTAPUR DISTRICT",08495-252108,RAYADURG,ANANTAPUR,ANDHRA PRADESH
APGB0001032,Andhra Pragathi Grameena Bank,APGB0001032,,KADIRI - MAIN BRANCH,"KADIRI-515591, BY-PASS ROAD,
KADIRI MANDAL
ANANTAPUR DISTRICT",08494-224032,KADIRI,ANANTAPUR,ANDHRA PRADESH
APGB0001033,Andhra Pragathi Grameena Bank,APGB0001033,,KANUMUKKALA,"KANUMUKKALA-515652
CHENNE KOTHAPALLI MANDAL
ANANTAPUR DISTRICT",08559-247287,KANUMUKKALA,ANANTAPUR,ANDHRA PRADESH
APGB0001034,Andhra Pragathi Grameena Bank,APGB0001034,,THIMMAPURAM,"THIMMAPURAM (A)-515611
KAMBADUR MANDAL
ANANTAPUR DISTRICT",08492-200048,THIMMAPURAM,ANANTAPUR,ANDHRA PRADESH
APGB0001035,Andhra Pragathi Grameena Bank,APGB0001035,,PUTTAPARTHI,"PUTTAPARTHY  *  -515134
PUTTAPARTHY MANDAL,
ANANTAPUR DISTRICT",08555-287251,PUTTAPARTHI,ANANTAPUR,ANDHRA PRADESH
APGB0001036,Andhra Pragathi Grameena Bank,APGB0001036,,BHOOPASAMUDRAM,"BHOOPASAMUDRAM-515865
GUMMAGATTA MANDAL
ANANTAPUR DISTRICT",08495-255411,BHOOPASAMUDRAM,ANANTAPUR,ANDHRA PRADESH
APGB0001037,Andhra Pragathi Grameena Bank,APGB0001037,,PATHAKOTHACHERUVU,"PATHA KOTHA CHERUVU    -515401
GUNTAKAL MANDAL
ANANTAPUR DISTRICT",08552-200352,PATHAKOTHACHERUVU,ANANTAPUR,ANDHRA PRADESH
APGB0001038,Andhra Pragathi Grameena Bank,APGB0001038,,CHEEMALAVAGUPALLI,"CHEEMALAVAGUPALLI-515408
PEDDAPAPPUR MANDAL
ANANTAPUR DISTRICT",08558-281611,CHEEMALAVAGUPALLI,ANANTAPUR,ANDHRA PRADESH
APGB0001039,Andhra Pragathi Grameena Bank,APGB0001039,,BANDAMEEDAPALLI,"BANDAMEEDAPALLI-515641
RAPTHADU MANDAL
ANANTAPUR DISTRICT",08554-260634,M.BANDAMEEDAPALLI,ANANTAPUR,ANDHRA PRADESH
APGB0001040,Andhra Pragathi Grameena Bank,APGB0001040,,NALLAGUTLAPALLI,"NALLAGUTLAPALLI-515571
TANAKAL MANDAL
ANANTAPUR DISTRICT",08498-200097,THAVALAM,ANANTAPUR,ANDHRA PRADESH
APGB0001041,Andhra Pragathi Grameena Bank,APGB0001041,,TALPULA,"TALUPULA-515581
TALUPULA MANDAL
ANANTAPUR DISTRICT",08494-250838,TALPULA,ANANTAPUR,ANDHRA PRADESH
APGB0001042,Andhra Pragathi Grameena Bank,APGB0001042,,MADAKASIRA,"MADAKASIRA-515301
MADAKASIRA MANDAL
ANANTAPUR DISTRICT",08493-288468,MADAKASIRA,ANANTAPUR,ANDHRA PRADESH
APGB0001043,Andhra Pragathi Grameena Bank,APGB0001043,,GORANTLA,"GORANTLA-515231
GORANTLA MANDAL
ANANTAPUR DISTRICT",08556-235462,GORANTLA,ANANTAPUR,ANDHRA PRADESH
APGB0001044,Andhra Pragathi Grameena Bank,APGB0001044,,TALAMARLA,"TALAMARLA-515133
KOTHACHERVU MANDAL
ANANTAPUR DISTRICT",08555-246430,TALAMARLA,ANANTAPUR,ANDHRA PRADESH
APGB0001045,Andhra Pragathi Grameena Bank,APGB0001045,,GOWNIVARIPALLI,"GOWNIVARIPALLI-515231
GORANTLA MANDAL
ANANTAPUR DISTRICT",08556-204299,GOWNIVARIPALLI,ANANTAPUR,ANDHRA PRADESH
APGB0001046,Andhra Pragathi Grameena Bank,APGB0001046,,NEELAKANTAPURAM,"NEELAKANTAPURAM-515291
MADAKASIRA MANDAL
ANANTAPUR DISTRICT",08493-289344,GOVINDAPURAM,ANANTAPUR,ANDHRA PRADESH
APGB0001047,Andhra Pragathi Grameena Bank,APGB0001047,,NALLACHERUVU,"NALLACHERUVU-515551
NALLACHERUVU MANDAL
ANANTAPUR DISTRICT",08498-253327,NALLACHERUVU,ANANTAPUR,ANDHRA PRADESH
APGB0001048,Andhra Pragathi Grameena Bank,APGB0001048,,HEMAVATHI,"HEMAVATHI-515286
AMARAPURAM MANDAL
ANANTAPUR DISTRICT",08493-262223,HEMAVATHI,ANANTAPUR,ANDHRA PRADESH
APGB0001049,Andhra Pragathi Grameena Bank,APGB0001049,,GARLADINNE,"GARLADINNE (A)-515731
GARLADINNE MANDAL
ANANTAPUR DISTRICT",08551-286479,GARLADINNE,ANANTAPUR,ANDHRA PRADESH
APGB0001050,Andhra Pragathi Grameena Bank,APGB0001050,,BATHALAPALLI,"BATHALAPALLI-515661
BATHALAPALLI MANDAL
ANANTAPUR DISTRICT",08559-242366,BATHALAPALLI,ANANTAPUR,ANDHRA PRADESH
APGB0001051,Andhra Pragathi Grameena Bank,APGB0001051,,THAGGUPARTHI,"THAGGUPARTHY-515741
BELUGUPPA MANDAL
ANANTAPUR DISTRICT",08497-201259,THAGGUPARTHI,ANANTAPUR,ANDHRA PRADESH
APGB0001052,Andhra Pragathi Grameena Bank,APGB0001052,,B.PAPPUR,"B. PAPPUR-515435
NARPALA MANDAL
ANANTAPUR DISTRICT",08559-201221,B.PAPPUR,ANANTAPUR,ANDHRA PRADESH
APGB0001053,Andhra Pragathi Grameena Bank,APGB0001053,,DADITHOTA,"DADITHOTA-515631
TADIMARRI MANDAL
ANANTAPUR DISTRICT",08568-237267,DADITHOTA,ANANTAPUR,ANDHRA PRADESH
APGB0001054,Andhra Pragathi Grameena Bank,APGB0001054,,DURADAKUNTA,"DURADAKUNTA-515787
KALYANADURG MANDAL
ANANTAPUR DISTRICT",08497-289866,DURADAKUNTA,ANANTAPUR,ANDHRA PRADESH
APGB0001055,Andhra Pragathi Grameena Bank,APGB0001055,,BUDILI,"BUDILI-515241
GORANTLA MANDAL
ANANTAPUR DISTRICT",08556-246119,BUDILI,ANANTAPUR,ANDHRA PRADESH
APGB0001056,Andhra Pragathi Grameena Bank,APGB0001056,,AMADAGURU,"AMADAGURU-515566
AMADAGURU MANDAL
ANANTAPUR DISTRICT",08498-243642,AMADAGURU,ANANTAPUR,ANDHRA PRADESH
APGB0001057,Andhra Pragathi Grameena Bank,APGB0001057,,TARIMALA,"TARIMELA-515611
SINGANAMALA MANDAL
ANANTAPUR DISTRICT",08551-285817,TARIMALA,ANANTAPUR,ANDHRA PRADESH
APGB0001058,Andhra Pragathi Grameena Bank,APGB0001058,,GANDLAPARTHI,"GANDLAPARTHY-515641
RAPTHADU MANDAL
ANANTAPUR DISTRICT",08554-260252,GANDLAPARTHI,ANANTAPUR,ANDHRA PRADESH
APGB0001059,Andhra Pragathi Grameena Bank,APGB0001059,,KUDAIR,"KUDAIR-515711
KUDAIR MANDAL
ANANTAPUR DISTRICT",08554-258557,KUDAIR,ANANTAPUR,ANDHRA PRADESH
APGB0001060,Andhra Pragathi Grameena Bank,APGB0001060,,RAKETLA,"RAKETLA-515812
URAVAKONDA MANDAL
ANANTAPUR DISTRICT",08496-200033,RAKETLA,ANANTAPUR,ANDHRA PRADESH
APGB0001061,Andhra Pragathi Grameena Bank,APGB0001061,,UDDEHAL,"UDDEHAL-515871
BOMMANAHAL MANDAL
ANANTAPUR DISTRICT",08495-239043,UDDEHAL,ANANTAPUR,ANDHRA PRADESH
APGB0001062,Andhra Pragathi Grameena Bank,APGB0001062,,PALTHUR,"PALTHUR-515870
VIDAPANAKAL MANDAL
ANANTAPUR DISTRICT",08496-258011,PALTHUR,ANANTAPUR,ANDHRA PRADESH
APGB0001063,Andhra Pragathi Grameena Bank,APGB0001063,,KANAGANAPALLI,"KANAGANIPALLI-515641
KANAGANIPALLI MANDAL 
ANANTAPUR DISTRICT",08491-248307,KANAGANAPALLI,ANANTAPUR,ANDHRA PRADESH
APGB0001064,Andhra Pragathi Grameena Bank,APGB0001064,,B.KOTHAPALLI,"B. KOTHAPALLI-515581
TALUPULA MANDAL
ANANTAPUR DISTRICT",08494-247003,B.KOTHAPALLI,ANANTAPUR,ANDHRA PRADESH
APGB0001065,Andhra Pragathi Grameena Bank,APGB0001065,,URAVAKONDA,"URAVAKONDA-515812
URAVAKONDA MANDAL
ANANTAPUR DISTRICT",08496-257002,URAVAKONDA,ANANTAPUR,ANDHRA PRADESH
APGB0001066,Andhra Pragathi Grameena Bank,APGB0001066,,PEDDAMANTHUR,"PEDDAMANTHUR-515124
RODDAM MANDAL
ANANTAPUR DISTRICT",08555-202106,PEDDAMANTHUR,ANANTAPUR,ANDHRA PRADESH
APGB0001067,Andhra Pragathi Grameena Bank,APGB0001067,,EDDULAPALLI,"EDDULAPALLI-515775
PAMIDI MANDAL
ANANTAPUR DISTRICT",08552-244654,EDDULAPALLI,ANANTAPUR,ANDHRA PRADESH
APGB0001068,Andhra Pragathi Grameena Bank,APGB0001068,,GADEKAL,"GADEKAL-515801
VIDAPANAKAL MANDAL
ANANTAPUR DISTRICT",08496-258711,GADEKAL,ANANTAPUR,ANDHRA PRADESH
APGB0001069,Andhra Pragathi Grameena Bank,APGB0001069,,JELLIPALLI,"JELLIPALLI-515711
KUDAIR MANDAL
ANANTAPUR DISTRICT",08496-200245,UDIRIPIKONDA,ANANTAPUR,ANDHRA PRADESH
APGB0001070,Andhra Pragathi Grameena Bank,APGB0001070,,ANANTPUR -AMBEDKAR ROAD BRANCH,"AMBEDKAR ROAD  BRANCH
OPP: Z.P.OFFICE,  
DR.AMBEDKAR  ROAD, 
ANANTAPUR. PIN –515001",08554-249142,ANANTAPUR,ANANTAPUR,ANDHRA PRADESH
APGB0001071,Andhra Pragathi Grameena Bank,APGB0001071,,ANANTAPUR-PTC BRANCH,"ANANTAPUR *
 POLICE TRAINING COLLEGE BR.
OPP.POLICE TRAINING COLLEGE,,
ANANTAPUR, 
ANANTAPUR DISTRICT  PIN  515001",08554-270922,ANANTAPUR,ANANTAPUR,ANDHRA PRADESH
APGB0001073,Andhra Pragathi Grameena Bank,APGB0001073,,PENUKONDA,"PENUKONDA-515110
PENUKONDA MANDAL 
ANANTAPUR DISTRICT",08555-221169,PENUKONDA,ANANTAPUR,ANDHRA PRADESH
APGB0001074,Andhra Pragathi Grameena Bank,APGB0001074,,MUDIGUBBA,"MUDIGUBBA-515511
MUDIGUBBA MANDAL
ANANTAPUR DISTRICT",08494-256836,MUDIGUBBA,ANANTAPUR,ANDHRA PRADESH
APGB0001075,Andhra Pragathi Grameena Bank,APGB0001075,,GOOTY,"GOOTY-515455
OPP: RTC BUS STAND,
GOOTY MANDAL,
ANANTAPUR DISTRICT",08552-251936,GOOTY,ANANTAPUR,ANDHRA PRADESH
APGB0001076,Andhra Pragathi Grameena Bank,APGB0001076,,HINDUPUR,"HINDUPUR-515201
PENUKONDA ROAD,
HINDUPUR MANDAL
ANANTAPUR DISTRICT",08556-227047,HINDUPUR,ANANTAPUR,ANDHRA PRADESH
APGB0001077,Andhra Pragathi Grameena Bank,APGB0001077,,TADPATRI,"TADIPATRI-515411
TADIPATRI MANDAL
ANANTAPUR DISTRICT",08558-227645,TADPATRI,ANANTAPUR,ANDHRA PRADESH
APGB0001078,Andhra Pragathi Grameena Bank,APGB0001078,,KOTHACHERUVU,"KOTHACHERUVU-515133
PUTTAPARTHI ROAD,
KOTHACHERUVU MANDAL
ANANTAPUR DISTRICT",08555-280188,KOTHACHERUVU,ANANTAPUR,ANDHRA PRADESH
APGB0001079,Andhra Pragathi Grameena Bank,APGB0001079,,AGALI,"AGALI-515311
MAIN ROAD, NEAR WATER TANK, 
AGALI MANDAL
ANANTAPUR DISTRICT",08493-284968,AGALI,ANANTAPUR,ANDHRA PRADESH
APGB0001080,Andhra Pragathi Grameena Bank,APGB0001080,,KANEKAL,"KANEKAL-515871
MAIN ROAD, 
KANEKAL MANDAL
ANANTAPUR DISTRICT",08495-257646,KANEKAL,ANANTAPUR,ANDHRA PRADESH
APGB0001081,Andhra Pragathi Grameena Bank,APGB0001081,,"MARUTHI-NAGAR BRANCH,ANANTAPUR","ANANTAPUR  MARUTHINAGAR BRANCH, DWARAKAMAYI TOWERS, 
RAMA NAGAR MAIN ROAD, 
ANANTAPUR,
ANANTAPUR DISTRICT. PIN  515001",08554-243116,ANANTAPUR,ANANTAPUR,ANDHRA PRADESH
APGB0001082,Andhra Pragathi Grameena Bank,APGB0001082,,"NIRMALA CONVENT, REVENUE COLONY, ANANTAPUR","NIRMALA CONVENT-ANANTAPUR-515 001
REVENUE COLONY
ANANTAPUR DISTRICT",08554-244030,ANANTAPUR,ANANTAPUR,ANDHRA PRADESH
APGB0001083,Andhra Pragathi Grameena Bank,APGB0001083,,"SAI JR. COLLEGE, TARAKNADH NGR, ANANTAPUR","SAI JUNIOR COLLEGE-ANANTAPUR-515 001
TARAKNATH NAGAR
ANANTAPUR DISTRICT",08554-272154,ANANTAPUR,ANANTAPUR,ANDHRA PRADESH
APGB0001084,Andhra Pragathi Grameena Bank,APGB0001084,,"MEDICAL COLLEGE, GOVT. GEN. HOSP., ANANTAPUR","MEDICAL COLLEGE-ANATAPUR-515 001
GOVERNMENT GENERAL HOSPITAL
ANANTAPUR.",08554-240252,ANANTAPUR,ANANTAPUR,ANDHRA PRADESH
APGB0001087,Andhra Pragathi Grameena Bank,APGB0001087,,PEDDAVADUGUR,"D.NO.4/11-B,
PEDDAVADUGUR  VIL & MANDAL,
ANANTAPUR DISTRICT,
PIN-515 405
",08552-243960,PEDAVADIGURI,ANANTAPUR,ANDHRA PRADESH
APGB0001088,Andhra Pragathi Grameena Bank,APGB0001088,,BUKKARAYA SAMUDRAM,"D.NO.1/261 & 262
BUKKARAYASAMUDRAM,
ANANTAPUR DISTRICT
PIN-515 701
",08554-277844,BUKKARAYA SAMUDRAM,ANANTAPUR,ANDHRA PRADESH
APGB0001089,Andhra Pragathi Grameena Bank,APGB0001089,,ANANTAPUR-VENUGOPAL NAGAR,"D.NO.16-1-290/A,
17TH WARD,
VENUGOPALNAGAR-ANANTAPUR
ANANTAPUR DISTRICT
PIN-515 001
",08554-274368,ANANTAPUR,ANANTAPUR,ANDHRA PRADESH
APGB0001090,Andhra Pragathi Grameena Bank,APGB0001090,,"M. G. ROAD, KADIRI","D.NO.6-39,
M.G.ROAD,
KADIRI POST & MANDAL
ANANTAPUR DISTRICT
PIN-515 519
",08494-225032,KADIRI,ANANTAPUR,ANDHRA PRADESH
APGB0001100,Andhra Pragathi Grameena Bank,APGB0001100,,RAMAGIRI,"RAMAGIRI VILLAGE & POST,
RAMAGIRI MANDAL,
ANANTAPUR DISTRICT, PIN-515672
",0,RAMGIRI,ANANTAPUR,ANDHRA PRADESH
APGB0001101,Andhra Pragathi Grameena Bank,APGB0001101,,TAPOVANAM-A,"TAPOVANAM, ANANTAPUR MANDAL, ANANTAPUR DIST",,ANANTAPUR,ANANTAPUR,ANDHRA PRADESH
APGB0002002,Andhra Pragathi Grameena Bank,APGB0002002,,VEERAPANAYANIPALLE,"VEERAPUNAYUNIPALLE-516321
VEERAPUNAYUNIPALLE MANDAL
KADAPA DISTRICT",08563-270034,VEERAPANAYANIPALLE,CUDDAPAH,ANDHRA PRADESH
APGB0002005,Andhra Pragathi Grameena Bank,APGB0002005,,VALLUR,"VALLUR-516293
VALLUR MANDAL
KADAPA DISTRICT",08562-236482,VALLUR,CUDDAPAH,ANDHRA PRADESH
APGB0002006,Andhra Pragathi Grameena Bank,APGB0002006,,VEERABALLE,"VEERABALLI-516268
VEERABALLI MANDAL
KADAPA DISTRICT",08561-243426,VEERABALLE,CUDDAPAH,ANDHRA PRADESH
APGB0002007,Andhra Pragathi Grameena Bank,APGB0002007,,PORUMAMILLA,"PORUMAMILLA-516193
PORUMAMILLA MANDAL
KADAPA DISTRICT",08569-285235,PORUMAMILLA,CUDDAPAH,ANDHRA PRADESH
APGB0002008,Andhra Pragathi Grameena Bank,APGB0002008,,UPPARAPALLE,"UPPARAPALLE-516247
SIDDAVATAM MANDAL
KADAPA DISTRICT",08589-270066,UPPARAPALLE,CUDDAPAH,ANDHRA PRADESH
APGB0002012,Andhra Pragathi Grameena Bank,APGB0002012,,VEMULA,"VEMULA-516349
VEMULA MANDAL
KADAPA DISTRICT",08588-282481,VEMULA,CUDDAPAH,ANDHRA PRADESH
APGB0002013,Andhra Pragathi Grameena Bank,APGB0002013,,KADAPA MAIN,"KADAPA    MAIN BRANCH
NEAR KRISHNA THEATRE, MADRAS ROAD,
KADAPA, 
KADAPA DISTRICT. PIN  516001",08562-242910,CUDDAPAH,CUDDAPAH,ANDHRA PRADESH
APGB0002014,Andhra Pragathi Grameena Bank,APGB0002014,,KORRAPADU,"KORRAPADU-516359
RAJUPALEM  MANDAL
KADAPA DISTRICT",08564-230157,KORRAPADU,CUDDAPAH,ANDHRA PRADESH
APGB0002015,Andhra Pragathi Grameena Bank,APGB0002015,,PEDDA PASUPULA,"PEDDAPASUPULA-516411
PEDDAMUDIAM MANDAL
KADAPA DISTRICT",08560-272607,PEDDA PASUPULA,CUDDAPAH,ANDHRA PRADESH
APGB0002018,Andhra Pragathi Grameena Bank,APGB0002018,,OBULAVARIPALLE,"OBULAVARIPALLE-516108
OBULAVARIPALLE MANDAL
KADAPA DISTRICT",08566-256088,OBULAVARIPALLE,CUDDAPAH,ANDHRA PRADESH
APGB0002019,Andhra Pragathi Grameena Bank,APGB0002019,,PRODDATUR,"PRODDUTUR-516360
GANDHI ROAD,
PRODDUTUR MANDAL
KADAPA DISTRICT",08564-243636,PRODDATUR,CUDDAPAH,ANDHRA PRADESH
APGB0002020,Andhra Pragathi Grameena Bank,APGB0002020,,RAYAVARAM,"RAYAVARAM-516129
T.SUNDUPALLI MANDAL
KADAPA DISTRICT",08561-243672,RAYAVARAM,CUDDAPAH,ANDHRA PRADESH
APGB0002022,Andhra Pragathi Grameena Bank,APGB0002022,,VEMPALLE,"VAIMPALLE-516329
VAIMPALLE MANDAL
KADAPA DISTRICT",08588-281242,VEMPALLE,CUDDAPAH,ANDHRA PRADESH
APGB0002023,Andhra Pragathi Grameena Bank,APGB0002023,,KONDAPURAM,"KONDAPURAM (K) -516444
KONDAPURAM MANDAL
KADAPA DISTRICT",08560-274213,KONDAPURAM,CUDDAPAH,ANDHRA PRADESH
APGB0002024,Andhra Pragathi Grameena Bank,APGB0002024,,ATLUR,"ATLUR – 516501
ATLUR MANDAL
KADAPA DISTRICT",08589-278750,ATLUR,CUDDAPAH,ANDHRA PRADESH
APGB0002032,Andhra Pragathi Grameena Bank,APGB0002032,,NANDALUR,"NANDALUR-516150
NANDALUR MANDAL
KADAPA DISTRICT",08565-243048,NANDALUR,CUDDAPAH,ANDHRA PRADESH
APGB0002033,Andhra Pragathi Grameena Bank,APGB0002033,,BRAHMAM GARIMATTAM,"BRAHMAMGARI MATTAM-516503
BRAHMAMGARI MATTAM MANDAL,
KADAPA DISTRICT",08569-286026,BRAHMAM GARIMATTAM,CUDDAPAH,ANDHRA PRADESH
APGB0002035,Andhra Pragathi Grameena Bank,APGB0002035,,KANAGUDUR,"KANAGUDUR-516175
DUVVUR MANDAL
KADAPA DISTRICT",08564-234875,KANAGUDUR,CUDDAPAH,ANDHRA PRADESH
APGB0002037,Andhra Pragathi Grameena Bank,APGB0002037,,CHINTHAKOMMADINNE,"CHINTAKOMMADINNE-516003
CHINTAKOMMADINNE MANDAL
KADAPA DISTRICT",08562-231377,CHINTHAKOMMADINNE,CUDDAPAH,ANDHRA PRADESH
APGB0002038,Andhra Pragathi Grameena Bank,APGB0002038,,CHINNAGURUVALURU,"CHINNAGURUVALURU-516172
CHAPADU MANDAL
KADAPA DISTRICT",08564-237576,CHINNAGURUVALUR,CUDDAPAH,ANDHRA PRADESH
APGB0002039,Andhra Pragathi Grameena Bank,APGB0002039,,RAMANAPALLE,"RAMANAPALLE-516162
CHENNUR MANDAL
KADAPA DISTRICT",08562-235920,RAMANAPALLE,CUDDAPAH,ANDHRA PRADESH
