ID,BANK,IFSC,MICR_CODE,BRANCH_NAME,ADDRESS,CONTACT DETAILS,CENTRE,DISTRICT,STATE
ADCC0000011,Akola District Central Co-Operative Bank,ADCC0000011,444831011,TUKARAM SQUARE BRANCH - AKOLA,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD., BRANCH TUKARAM CHOWK,
SANT TUKARAM HOSPITAL CHOWK, GORAKSHAN ROAD, AKOLA. 444002",0724-2415785/ 0724-2425600,AKOLA,AKOLA,MAHARASHTRA
ADCC0000012,Akola District Central Co-Operative Bank,ADCC0000012,444831012,BORGAON MANJU BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD., BRANCH BORGAON MANJU
AT. PO. BORGAON MANJU, TQ. DIST. AKOLA. 444102",0724-2415785/ 0724-2425600,BORGAON-MANJU,AKOLA,MAHARASHTRA
ADCC0000013,Akola District Central Co-Operative Bank,ADCC0000013,444831013,PALSO BADHE BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD., BRANCH PALSO, AT. PO. PALSO, TQ. DIST. AKOLA. 444102",0724-2415785/ 0724-2425600,PALSO,AKOLA,MAHARASHTRA
ADCC0000014,Akola District Central Co-Operative Bank,ADCC0000014,444831014,MHAISANG BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD., BRANCH MHAISANG, AT. PO. MHAISANG, TQ. DIST. AKOLA. 444003",0724-2415785/ 0724-2425600,MHYSANG,AKOLA,MAHARASHTRA
ADCC0000015,Akola District Central Co-Operative Bank,ADCC0000015,444831015,KANSHIVANI BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD., BRANCH KANSHIVANI, AT. PO. KANSHIVANI, TQ. DIST. AKOLA 444102",0724-2415785/ 0724-2425600,AKOLA,AKOLA,MAHARASHTRA
ADCC0000016,Akola District Central Co-Operative Bank,ADCC0000016,444831016,GANDHIGRAM BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD.,BRANCH GANDHIGRAM, AT. PO. GANDHIGRAM, TQ. DIST.AKOLA. 444006",0724-2415785/ 0724-2425600,GANDHIGRAM,AKOLA,MAHARASHTRA
ADCC0000017,Akola District Central Co-Operative Bank,ADCC0000017,444831017,CHIKHALGAON BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD.,BR. CHIKHALGAON, AT.PO. CHIKHALGAON, TQ. DIST. AKOLA. 444006",0724-2415785/ 0724-2425600,AKOLA,AKOLA,MAHARASHTRA
ADCC0000018,Akola District Central Co-Operative Bank,ADCC0000018,444831018,DAHIHANDA  BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD.,BRANCH DAHIHANDA, AT. PO. DAHIHANDA, TQ. DIST. AKOLA. 444111",0724-2415785/ 0724-2425600,GANDHIGRAM,AKOLA,MAHARASHTRA
ADCC0000019,Akola District Central Co-Operative Bank,ADCC0000019,444831019,PATUR NANDAPUR BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD.,BRANCH PATUR NANDAPUR, AT. PO. PATUR NANDAPUR, TQ.DIST. AKOLA. 444407",0724-2415785/ 0724-2425600,PATUR NANDAPUR,AKOLA,MAHARASHTRA
ADCC0000020,Akola District Central Co-Operative Bank,ADCC0000020,444831020,KURANKHED BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD.,BRANCH KURANKHED, AT. PO. KURANKHED, TQ.DIST.AKOLA. 444102",0724-2415785/ 0724-2425600,KURANKHED,AKOLA,MAHARASHTRA
ADCC0000021,Akola District Central Co-Operative Bank,ADCC0000021,444831021,GOREGAON KHURD BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD., BRANCH GOREGAON KD., AT. PO. GOREGAON KD., TQ. DIST. AKOLA. 444102",0724-2415785/ 0724-2425600,GOREGAON(KHURD),AKOLA,MAHARASHTRA
ADCC0000022,Akola District Central Co-Operative Bank,ADCC0000022,444831022,UMRI BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD., JATHARPETH, UMARI ROAD, NEAR PATIL MARKET, AKOLA.  444005",0724-2415785/ 0724-2425600,UMRI,AKOLA,MAHARASHTRA
ADCC0000023,Akola District Central Co-Operative Bank,ADCC0000023,444831023,KHADAKI-CHANDUR BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD., BRANCH KHADKI BK., AT. KHADKI BK., PO. CHANDUR, TQ. DIST. AKOLA. 444004",0724-2415785/ 0724-2425600,AKOLA,AKOLA,MAHARASHTRA
ADCC0000024,Akola District Central Co-Operative Bank,ADCC0000024,444831024,RANPISE NAGAR BRANCH - AKOLA,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD., BRANCH RANPISE NAGAR, RANPISE NAGAR, AKOLA. 444001",0724-2415785/ 0724-2425600,AKOLA,AKOLA,MAHARASHTRA
ADCC0000025,Akola District Central Co-Operative Bank,ADCC0000025,444831025,AAGAR BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD., BRANCH AGAR, AT. PO. AGAR, TQ. DIST. AKOLA.  444006",0724-2415785/ 0724-2425600,AKOLA,AKOLA,MAHARASHTRA
ADCC0000026,Akola District Central Co-Operative Bank,ADCC0000026,444831026,RATANLAL PLOTS BRANCH - AKOLA,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD., BRANCH RATANLAL PLOT, NEAR RAGHUVANSHI MANGAL KARYALAYA, RATANLAL PLOT, AKOLA. 444001",0724-2415785/ 0724-2425600,AKOLA,AKOLA,MAHARASHTRA
ADCC0000028,Akola District Central Co-Operative Bank,ADCC0000028,444831509,BARSHITAKLI BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD., BRANCH BARSHITAKLI, AT. PO. TQ. BARSHITAKLI, DIST. AKOLA. 444401",0724-2415785/ 0724-2425600,BARSI-TAKLI,AKOLA,MAHARASHTRA
ADCC0000029,Akola District Central Co-Operative Bank,ADCC0000029,444831510,PINJAR BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD., BRANCH PINJAR, AT. PO. PINJAR, TQ. BARSHITAKLI, DIST. AKOLA. 444407",0724-2415785/ 0724-2425600,PINJAR,AKOLA,MAHARASHTRA
ADCC0000030,Akola District Central Co-Operative Bank,ADCC0000030,444831511,MAHAN BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD., BRANCH MAHAN, AT. PO. MAHAN, TQ. BARSHITAKLI, DIST. AKOLA. 444405",0724-2415785/ 0724-2425600,MAHAN,AKOLA,MAHARASHTRA
ADCC0000031,Akola District Central Co-Operative Bank,ADCC0000031,444831512,KANHERI SARAP BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD., BRANCH KANHERI SARAP, AT. PO. KANHERI SARAP, TQ. BARSHITAKLI, DIST. AKOLA. 444401",0724-2415785/ 0724-2425600,KANHERI SARAP,AKOLA,MAHARASHTRA
ADCC0000032,Akola District Central Co-Operative Bank,ADCC0000032,444831513,DHABA BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD., BRANCH DHABA, AT. PO. DHABA, TQ. BARSHITAKLI, DIST. AKOLA. 444401",0724-2415785/ 0724-2425600,DHABA,AKOLA,MAHARASHTRA
ADCC0000033,Akola District Central Co-Operative Bank,ADCC0000033,444831152,AKOT MAIN BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD., BRANCH AKOT MAIN, AT. PO. TQ. AKOT, DIST. AKOLA. 444101",0724-2415785/ 0724-2425600,AKOT,AKOLA,MAHARASHTRA
ADCC0000034,Akola District Central Co-Operative Bank,ADCC0000034,444831153,AKOT CITY BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD., BRANCH AKOT CITY, AT. PO. TQ. AKOT, DIST. AKOLA. 444101",0724-2415785/ 0724-2425600,AKOT,AKOLA,MAHARASHTRA
ADCC0000035,Akola District Central Co-Operative Bank,ADCC0000035,444831154,AKOT NARSING MANDIR BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD.,BRANCH NARSING MANDIR, AT. PO. TQ. AKOT, DIST. AKOLA. 444101",0724-2415785/ 0724-2425600,AKOT,AKOLA,MAHARASHTRA
ADCC0000036,Akola District Central Co-Operative Bank,ADCC0000036,444831155,SAVARA BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD., BRANCH SAVARA, AT. PO. SAVARA, TQ. AKOT, DIST. AKOLA. 444101",0724-2415785/ 0724-2425600,AKOT,AKOLA,MAHARASHTRA
ADCC0000037,Akola District Central Co-Operative Bank,ADCC0000037,444831156,RAUNDALA BRANCH,"THE AKOLA DIST. CENTRAL COOP. BANK LTD., BRANCH RAUNDALA, AT PO. DEVRI PHATA PARISAR, NEAR SWAMI VIVEKANAND CONVENT. TQ. AKOT DIST. AKOLA., 444101",0724-2415785/ 0724-2425600,CHAUHATTA,AKOLA,MAHARASHTRA
ADCC0000038,Akola District Central Co-Operative Bank,ADCC0000038,444831157,CHOHOTTA BAZAR BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD., BRANCH CHOHOTTA BAZAR, AT. PO. CHOHOTTA BAZAR, TQ. AKOT, DIST. AKOLA. 444125",0724-2415785/ 0724-2425600,CHAUHATTA,AKOLA,MAHARASHTRA
ADCC0000039,Akola District Central Co-Operative Bank,ADCC0000039,444831158,WARUL JAULKA BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD.,BRANCH WARUD JAULKA, AT. PO. WARUD JAULKA,TQ. AKOT, DIST. AKOLA. 444101",0724-2415785/ 0724-2425600,CHAUHATTA,AKOLA,MAHARASHTRA
ADCC0000040,Akola District Central Co-Operative Bank,ADCC0000040,444831159,AKOLKHED BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD., BRANCH AKOLKHED, AT. PO. AKOLKHED, TQ. AKOT, DIST.AKOLA. 444101",0724-2415785/ 0724-2425600,AKOT,AKOLA,MAHARASHTRA
ADCC0000041,Akola District Central Co-Operative Bank,ADCC0000041,444831160,KUTASA BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD., BRANCH KUTASA, AT. PO. KUTASA, TQ. AKOT, DIST. AKOLA. 444101",0724-2415785/ 0724-2425600,KUTASA,AKOLA,MAHARASHTRA
ADCC0000042,Akola District Central Co-Operative Bank,ADCC0000042,444831161,MUNDGAON BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD., BRANCH MUNDGAON, AT. PO. MUNDGAON, TQ. AKOT, DIST. AKOLA. 444117",0724-2415785/ 0724-2425600,MUNDGAON,AKOLA,MAHARASHTRA
ADCC0000043,Akola District Central Co-Operative Bank,ADCC0000043,444831501,TELHARA MAIN BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD., BRANCH TELHARA MAIN, AT. PO. TQ.TELHARA,  DIST. AKOLA. 444108",0724-2415785/ 0724-2425600,TELHARA,AKOLA,MAHARASHTRA
ADCC0000044,Akola District Central Co-Operative Bank,ADCC0000044,444831502,TELHARA CITY BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD., BRANCH TELHARA CITY, AT. PO. TQ.TELHARA,  DIST. AKOLA. 444108",0724-2415785/ 0724-2425600,TELHARA,AKOLA,MAHARASHTRA
ADCC0000045,Akola District Central Co-Operative Bank,ADCC0000045,444831503,HIWARKHED BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD., BRANCH HIWARKHED, AT. PO. HIWARKHED, TQ. TELHARA, DIST.AKOLA. 444103",0724-2415785/ 0724-2425600,HIWARKHED,AKOLA,MAHARASHTRA
ADCC0000046,Akola District Central Co-Operative Bank,ADCC0000046,444831504,DANAPUR BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD.,BRANCH DANAPUR, AT. PO. DANAPUR, TQ. TELHARA, DIST.AKOLA. 444129",0724-2415785/ 0724-2425600,DANAPUR,AKOLA,MAHARASHTRA
ADCC0000047,Akola District Central Co-Operative Bank,ADCC0000047,444831505,PATHARDI BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD., BRANCH PATHARDI, AT. PO. PATHARDI, TQ. TELHARA, DIST.AKOLA. 444117",0724-2415785/ 0724-2425600,PATHARDI,AKOLA,MAHARASHTRA
ADCC0000048,Akola District Central Co-Operative Bank,ADCC0000048,444831506,BELKHED BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD.,BRANCH BELKHED, AT. PO. BELKHED, TQ. TELHARA, DIST.AKOLA. 444108",0724-2415785/ 0724-2425600,TELHARA,AKOLA,MAHARASHTRA
ADCC0000049,Akola District Central Co-Operative Bank,ADCC0000049,444831507,AADSUL  BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD., BRANCH ADSUL, AT. PO. ADSUL, TQ. TELHARA, DIST. AKOLA. 444108",0724-2415785/ 0724-2425600,TELHARA,AKOLA,MAHARASHTRA
ADCC0000050,Akola District Central Co-Operative Bank,ADCC0000050,444831508,ADGAON BUJRUK BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD., BRANCH ADGAON, AT.PO. ADGAON, TQ. TELHARA, DIST.AKOLA. 444126",0724-2415785/ 0724-2425600,ADGAON BK,AKOLA,MAHARASHTRA
ADCC0000051,Akola District Central Co-Operative Bank,ADCC0000051,444831514,BALAPUR BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD., BRANCH BALAPUR, AT.PO. TQ. BALAPUR, DIST. AKOLA. 444302",0724-2415785/ 0724-2425600,BALAPUR,AKOLA,MAHARASHTRA
ADCC0000052,Akola District Central Co-Operative Bank,ADCC0000052,444831515,URAL BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD.,BRANCH URAL BK., AT. PO. URAL BK., TQ. BALAPUR, DIST.AKOLA. 444311",0724-2415785/ 0724-2425600,URAL(BK),AKOLA,MAHARASHTRA
ADCC0000053,Akola District Central Co-Operative Bank,ADCC0000053,444831516,WADEGAON BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD.,BRANCH WADEGAON, AT. PO. WADEGAON, TQ. BALAPUR, DIST. AKOLA. 444502",0724-2415785/ 0724-2425600,WADEGAON,AKOLA,MAHARASHTRA
ADCC0000054,Akola District Central Co-Operative Bank,ADCC0000054,444831517,NIMBA  BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD.,BRANCH NIMBA, AT. PO. NIMBA, TQ. BALAPUR, DIST.AKOLA. 444311",0724-2415785/ 0724-2425600,NIMBA,AKOLA,MAHARASHTRA
ADCC0000055,Akola District Central Co-Operative Bank,ADCC0000055,444831518,PARAS BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD.,BRANCH PARAS, AT. PO. PARAS, TQ. BALAPUR, DIST.AKOLA. 444109",0724-2415785/ 0724-2425600,PARAS,AKOLA,MAHARASHTRA
ADCC0000056,Akola District Central Co-Operative Bank,ADCC0000056,444831519,HATRUN BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD.,BRANCH HATRUN, AT. PO. HATRUN, TQ. BALAPUR, DIST.AKOLA 444109",0724-2415785/ 0724-2425600,PARAS,AKOLA,MAHARASHTRA
ADCC0000057,Akola District Central Co-Operative Bank,ADCC0000057,444831520,VYALA BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD.,BRANCH VYALA, AT. PO. VYALA, TQ. BALAPUR, DIST.AKOLA. 444302",0724-2415785/ 0724-2425600,VYALA,AKOLA,MAHARASHTRA
ADCC0000058,Akola District Central Co-Operative Bank,ADCC0000058,444831521,PATUR  BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD.,BRANCH PATUR, AT. PO. TQ. PATUR, DIST. AKOLA. 444501",0724-2415785/ 0724-2425600,PATUR,AKOLA,MAHARASHTRA
ADCC0000059,Akola District Central Co-Operative Bank,ADCC0000059,444831522,CHANNI  BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD.,BRANCH CHANNI, AT. PO. CHANNI, TQ. PATUR, DIST. AKOLA. 444501",0724-2415785/ 0724-2425600,CHANNI,AKOLA,MAHARASHTRA
ADCC0000060,Akola District Central Co-Operative Bank,ADCC0000060,444831523,AALEGAON BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD.,BRANCH ALEGAON, AT. PO. ALEGAON, TQ. PATUR, DIST.AKOLA. 444511",0724-2415785/ 0724-2425600,ALEGAON,AKOLA,MAHARASHTRA
ADCC0000061,Akola District Central Co-Operative Bank,ADCC0000061,444831524,VIWARA BABHULGAON BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD.,BRANCH VIWARA, AT. PO. VIWARA, TQ. PATUR, DIST. AKOLA. 444511",0724-2415785/ 0724-2425600,BABULGAON,AKOLA,MAHARASHTRA
ADCC0000062,Akola District Central Co-Operative Bank,ADCC0000062,444831525,SASTI BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD.,BRANCH SASTI, AT. PO. SASTI, TQ. PATUR, DIST. AKOLA. 444501",0724-2415785/ 0724-2425600,SASTI,AKOLA,MAHARASHTRA
ADCC0000064,Akola District Central Co-Operative Bank,ADCC0000064,444831526,MURTIJAPUR MAIN BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD.,BRANCH MURTIZAPUR MAIN, AT.PO.TQ. MURTIZAPUR, DIST.AKOLA. 444107",0724-2415785/ 0724-2425600,MURTIZAPUR,AKOLA,MAHARASHTRA
ADCC0000065,Akola District Central Co-Operative Bank,ADCC0000065,444831527,MURTIJAPUR MARKET YARD BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD.,BRANCH MURTIZAPUR M.Y., AT.PO.TQ. MURTIZAPUR, DIST.AKOLA. 444107",0724-2415785/ 0724-2425600,MURTIZAPUR,AKOLA,MAHARASHTRA
ADCC0000066,Akola District Central Co-Operative Bank,ADCC0000066,444831528,MURTIJAPUR CITY BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD.,BRANCH MURTIZAPUR CITY, AT.PO.TQ. MURTIZAPUR, DIST.AKOLA. 444107",0724-2415785/ 0724-2425600,MURTIZAPUR,AKOLA,MAHARASHTRA
ADCC0000067,Akola District Central Co-Operative Bank,ADCC0000067,444831529,MANA BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD.,BRANCH MANA, AT. PO. MANA, TQ. MURTIZAPUR, DIST.AKOLA. 444106",0724-2415785/ 0724-2425600,MANA,AKOLA,MAHARASHTRA
ADCC0000068,Akola District Central Co-Operative Bank,ADCC0000068,444831530,KURUM BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD.,BRANCH KURUM, AT. PO. KURUM, TQ. MURTIZAPUR, DIST.AKOLA. 444115",0724-2415785/ 0724-2425600,KURUM,AKOLA,MAHARASHTRA
ADCC0000070,Akola District Central Co-Operative Bank,ADCC0000070,444831531,KARANJA MAIN BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD.,BRANCH KARANJA MAIN, AT. PO. TQ. KARANJA,  DIST.WASHIM. 444105",0724-2415785/ 0724-2425600,KARANJA,WASHIM,MAHARASHTRA
ADCC0000071,Akola District Central Co-Operative Bank,ADCC0000071,444831532,KARANJA CITY BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD.,BRANCH KARANJA CITY, AT. PO. TQ. KARANJA,  DIST.WASHIM. 444105",0724-2415785/ 0724-2425600,KARANJA,WASHIM,MAHARASHTRA
ADCC0000072,Akola District Central Co-Operative Bank,ADCC0000072,444831533,KAMARGAON BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD.,BRANCH KAMARGAON, AT. PO. KAMARGAON, TQ.KARANJA DIST. WASHIM. 444110",0724-2415785/ 0724-2425600,KAMARGAON,WASHIM,MAHARASHTRA
ADCC0000073,Akola District Central Co-Operative Bank,ADCC0000073,444831534,UMBARDA BAZAR BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD.,BRANCH UMBARDA BAZAR, AT. PO. UMBARDA BAZAR, TQ.KARANJA, DIST. WASHIM.444102",0724-2415785/ 0724-2425600,UMBARDA BAZAR,WASHIM,MAHARASHTRA
ADCC0000074,Akola District Central Co-Operative Bank,ADCC0000074,444831535,DHANAJ BUJRUK BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD.,BRANCH DHANAJ BK, AT. PO. DHANAJ BK., TQ. KARANJA, DIST. WASHIM. 444110",0724-2415785/ 0724-2425600,DHANAJ BUDRUK,WASHIM,MAHARASHTRA
ADCC0000075,Akola District Central Co-Operative Bank,ADCC0000075,444831536,MANBHA BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD.,BRANCH MANBHA, AT. PO. MANBHA, TQ. KARANJA, DIST.WASHIM. 444105",0724-2415785/ 0724-2425600,UMBARDA BAZAR,WASHIM,MAHARASHTRA
ADCC0000076,Akola District Central Co-Operative Bank,ADCC0000076,444831537,POHA BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD.,BRANCH POHA, AT. PO. POHA, TQ. KARANJA, DIST.WASHIM 444105",0724-2415785/ 0724-2425600,KARANJA,WASHIM,MAHARASHTRA
ADCC0000077,Akola District Central Co-Operative Bank,ADCC0000077,444831538,KAJALESHWAR BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD.,BRANCH KAJALESHWAR, AT. PO. KAJALESHWAR, TQ. KARANJA DIST. WASHIM. 444017",0724-2415785/ 0724-2425600,KAJALESHWAR,WASHIM,MAHARASHTRA
ADCC0000078,Akola District Central Co-Operative Bank,ADCC0000078,444831539,MANGRULPIR MAIN BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD.,BRANCH MANGRULPIR MAIN, AT. PO. TQ. MANGRULPIR, DIST.WASHIM. 444403",0724-2415785/ 0724-2425600,MANGRULPIR,WASHIM,MAHARASHTRA
ADCC0000079,Akola District Central Co-Operative Bank,ADCC0000079,444831540,MANGRULPIR CITY BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD.,BRANCH MANGRULPIR CITY, AT. PO. TQ. MANGRULPIR, DIST.WASHIM. 444403",0724-2415785/ 0724-2425600,MANGRULPIR,WASHIM,MAHARASHTRA
ADCC0000080,Akola District Central Co-Operative Bank,ADCC0000080,444831541,MOHARI  BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD.,BRANCH MOHARI, AT. PO. MOHARI, TQ. MANGRULPIR, DIST.WASHIM. 444403",0724-2415785/ 0724-2425600,MANGRULPIR,WASHIM,MAHARASHTRA
ADCC0000081,Akola District Central Co-Operative Bank,ADCC0000081,444831542,SHELU BAZAR BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD.,BRANCH SHELU BAZAR, AT. PO. SHELU BAZAR, TQ.MANGRULPIR, DIST. WASHIM. 444402",0724-2415785/ 0724-2425600,SELU BAZAR,WASHIM,MAHARASHTRA
ADCC0000082,Akola District Central Co-Operative Bank,ADCC0000082,444831543,WANOJA BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD.,BRANCH WANOJA, AT. PO. WANOJA, TQ. MANGRULPIR, DIST.WASHIM. 444402",0724-2415785/ 0724-2425600,SELU BAZAR,WASHIM,MAHARASHTRA
ADCC0000083,Akola District Central Co-Operative Bank,ADCC0000083,444831544,DHANORA BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD.,BRANCH DHANORA, AT. PO. DHANORA, TQ. MANGRULPIR, DIST. WASHIM. 444507",0724-2415785/ 0724-2425600,MANGRULPIR,WASHIM,MAHARASHTRA
ADCC0000084,Akola District Central Co-Operative Bank,ADCC0000084,444831545,MANORA BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD.,BRANCH MANORA, AT. PO. TQ. MANORA, DIST. WASHIM. 444404",0724-2415785/ 0724-2425600,MANORA,WASHIM,MAHARASHTRA
